sample_id,split,landslide_px,asc_pre_bad_pct,asc_pre_c0,asc_pre_c1,asc_pre_c2,asc_pre_c3,desc_pre_bad_pct,desc_pre_c0,desc_pre_c1,desc_pre_c2,desc_pre_c3,asc_post_bad_pct,asc_post_c0,asc_post_c1,asc_post_c2,asc_post_c3,desc_post_bad_pct,desc_post_c0,desc_post_c1,desc_post_c2,desc_post_c3,asc_pre_src,desc_pre_src,asc_post_src,desc_post_src,opt_pre_src,opt_post_src,ann_src
1410,val,218,3.9,15745,632,7,0,1.404,16154,230,0,0,3.9,15745,632,7,0,1.404,16154,230,0,0,Pre_event/S1_ASC_20210805/1410.tif,Pre_event/S1_DESC_20210803/1410.tif,Post_event/S1_ASC_20210817/1410.tif,Post_event/S1_DESC_20210815/1410.tif,Pre_event/S2_20210804/1410.tif,Post_event/S2_20210814/1410.tif,Annotations/1410.tif
1411,train,694,2.789,15927,450,7,0,4.791,15599,785,0,0,2.789,15927,450,7,0,4.791,15599,785,0,0,Pre_event/S1_ASC_20210805/1411.tif,Pre_event/S1_DESC_20210803/1411.tif,Post_event/S1_ASC_20210817/1411.tif,Post_event/S1_DESC_20210815/1411.tif,Pre_event/S2_20210804/1411.tif,Post_event/S2_20210814/1411.tif,Annotations/1411.tif
1412,test,537,4.645,15623,761,0,0,14.783,13962,2411,11,0,4.645,15623,761,0,0,14.783,13962,2411,11,0,Pre_event/S1_ASC_20210805/1412.tif,Pre_event/S1_DESC_20210803/1412.tif,Post_event/S1_ASC_20210817/1412.tif,Post_event/S1_DESC_20210815/1412.tif,Pre_event/S2_20210804/1412.tif,Post_event/S2_20210814/1412.tif,Annotations/1412.tif
1413,train,119,4.156,15703,681,0,0,11.792,14452,1905,27,0,4.156,15703,681,0,0,11.792,14452,1905,27,0,Pre_event/S1_ASC_20210805/1413.tif,Pre_event/S1_DESC_20210803/1413.tif,Post_event/S1_ASC_20210817/1413.tif,Post_event/S1_DESC_20210815/1413.tif,Pre_event/S2_20210804/1413.tif,Post_event/S2_20210814/1413.tif,Annotations/1413.tif
1414,train,271,21.295,12895,3489,0,0,4.266,15685,662,37,0,21.295,12895,3489,0,0,4.266,15685,662,37,0,Pre_event/S1_ASC_20210805/1414.tif,Pre_event/S1_DESC_20210803/1414.tif,Post_event/S1_ASC_20210817/1414.tif,Post_event/S1_DESC_20210815/1414.tif,Pre_event/S2_20210804/1414.tif,Post_event/S2_20210814/1414.tif,Annotations/1414.tif
1415,train,236,15.033,13921,2463,0,0,4.309,15678,671,35,0,15.033,13921,2463,0,0,4.309,15678,671,35,0,Pre_event/S1_ASC_20210805/1415.tif,Pre_event/S1_DESC_20210803/1415.tif,Post_event/S1_ASC_20210817/1415.tif,Post_event/S1_DESC_20210815/1415.tif,Pre_event/S2_20210804/1415.tif,Post_event/S2_20210814/1415.tif,Annotations/1415.tif
1416,train,145,6.83,15265,1119,0,0,5.017,15562,768,54,0,6.83,15265,1119,0,0,5.017,15562,768,54,0,Pre_event/S1_ASC_20210805/1416.tif,Pre_event/S1_DESC_20210803/1416.tif,Post_event/S1_ASC_20210817/1416.tif,Post_event/S1_DESC_20210815/1416.tif,Pre_event/S2_20210804/1416.tif,Post_event/S2_20210814/1416.tif,Annotations/1416.tif
1417,val,112,2.625,15954,430,0,0,4.181,15699,631,54,0,2.625,15954,430,0,0,4.181,15699,631,54,0,Pre_event/S1_ASC_20210805/1417.tif,Pre_event/S1_DESC_20210803/1417.tif,Post_event/S1_ASC_20210817/1417.tif,Post_event/S1_DESC_20210815/1417.tif,Pre_event/S2_20210804/1417.tif,Post_event/S2_20210814/1417.tif,Annotations/1417.tif
1418,test,357,11.017,14579,1798,7,0,1.685,16108,230,46,0,11.017,14579,1798,7,0,1.685,16108,230,46,0,Pre_event/S1_ASC_20210805/1418.tif,Pre_event/S1_DESC_20210803/1418.tif,Post_event/S1_ASC_20210817/1418.tif,Post_event/S1_DESC_20210815/1418.tif,Pre_event/S2_20210804/1418.tif,Post_event/S2_20210814/1418.tif,Annotations/1418.tif
1419,train,1293,10.547,14656,1721,7,0,13.55,14164,2186,34,0,10.547,14656,1721,7,0,13.55,14164,2186,34,0,Pre_event/S1_ASC_20210805/1419.tif,Pre_event/S1_DESC_20210803/1419.tif,Post_event/S1_ASC_20210817/1419.tif,Post_event/S1_DESC_20210815/1419.tif,Pre_event/S2_20210804/1419.tif,Post_event/S2_20210814/1419.tif,Annotations/1419.tif
1420,train,1006,4.425,15659,725,0,0,14.325,14037,2342,5,0,4.425,15659,725,0,0,14.325,14037,2342,5,0,Pre_event/S1_ASC_20210805/1420.tif,Pre_event/S1_DESC_20210803/1420.tif,Post_event/S1_ASC_20210817/1420.tif,Post_event/S1_DESC_20210815/1420.tif,Pre_event/S2_20210804/1420.tif,Post_event/S2_20210814/1420.tif,Annotations/1420.tif
1421,train,196,3.644,15787,597,0,0,4.034,15723,640,21,0,3.644,15787,597,0,0,4.034,15723,640,21,0,Pre_event/S1_ASC_20210805/1421.tif,Pre_event/S1_DESC_20210803/1421.tif,Post_event/S1_ASC_20210817/1421.tif,Post_event/S1_DESC_20210815/1421.tif,Pre_event/S2_20210804/1421.tif,Post_event/S2_20210814/1421.tif,Annotations/1421.tif
1422,train,308,0.702,16269,115,0,0,10.175,14717,1651,16,0,0.702,16269,115,0,0,10.175,14717,1651,16,0,Pre_event/S1_ASC_20210805/1422.tif,Pre_event/S1_DESC_20210803/1422.tif,Post_event/S1_ASC_20210817/1422.tif,Post_event/S1_DESC_20210815/1422.tif,Pre_event/S2_20210804/1422.tif,Post_event/S2_20210814/1422.tif,Annotations/1422.tif
1423,train,182,0.494,16303,81,0,0,8.527,14987,1397,0,0,0.494,16303,81,0,0,8.527,14987,1397,0,0,Pre_event/S1_ASC_20210805/1423.tif,Pre_event/S1_DESC_20210803/1423.tif,Post_event/S1_ASC_20210817/1423.tif,Post_event/S1_DESC_20210815/1423.tif,Pre_event/S2_20210804/1423.tif,Post_event/S2_20210814/1423.tif,Annotations/1423.tif
1424,train,277,15.35,13869,2503,12,0,6.775,15274,1086,24,0,15.35,13869,2503,12,0,6.775,15274,1086,24,0,Pre_event/S1_ASC_20210805/1424.tif,Pre_event/S1_DESC_20210803/1424.tif,Post_event/S1_ASC_20210817/1424.tif,Post_event/S1_DESC_20210815/1424.tif,Pre_event/S2_20210804/1424.tif,Post_event/S2_20210814/1424.tif,Annotations/1424.tif
1425,train,381,13.58,14159,2213,12,0,8.997,14910,1474,0,0,13.58,14159,2213,12,0,8.997,14910,1474,0,0,Pre_event/S1_ASC_20210805/1425.tif,Pre_event/S1_DESC_20210803/1425.tif,Post_event/S1_ASC_20210817/1425.tif,Post_event/S1_DESC_20210815/1425.tif,Pre_event/S2_20210804/1425.tif,Post_event/S2_20210814/1425.tif,Annotations/1425.tif
1426,train,203,5.261,15522,862,0,0,2.777,15929,455,0,0,5.261,15522,862,0,0,2.777,15929,455,0,0,Pre_event/S1_ASC_20210805/1426.tif,Pre_event/S1_DESC_20210803/1426.tif,Post_event/S1_ASC_20210817/1426.tif,Post_event/S1_DESC_20210815/1426.tif,Pre_event/S2_20210804/1426.tif,Post_event/S2_20210814/1426.tif,Annotations/1426.tif
1427,train,253,13.312,14203,2181,0,0,1.147,16196,142,46,0,13.312,14203,2181,0,0,1.147,16196,142,46,0,Pre_event/S1_ASC_20210805/1427.tif,Pre_event/S1_DESC_20210803/1427.tif,Post_event/S1_ASC_20210817/1427.tif,Post_event/S1_DESC_20210815/1427.tif,Pre_event/S2_20210804/1427.tif,Post_event/S2_20210814/1427.tif,Annotations/1427.tif
1428,train,848,18.555,13344,3040,0,0,9.625,14807,1543,34,0,18.555,13344,3040,0,0,9.625,14807,1543,34,0,Pre_event/S1_ASC_20210805/1428.tif,Pre_event/S1_DESC_20210803/1428.tif,Post_event/S1_ASC_20210817/1428.tif,Post_event/S1_DESC_20210815/1428.tif,Pre_event/S2_20210804/1428.tif,Post_event/S2_20210814/1428.tif,Annotations/1428.tif
1429,val,613,9.888,14764,1620,0,0,10.327,14692,1656,36,0,9.888,14764,1620,0,0,10.327,14692,1656,36,0,Pre_event/S1_ASC_20210805/1429.tif,Pre_event/S1_DESC_20210803/1429.tif,Post_event/S1_ASC_20210817/1429.tif,Post_event/S1_DESC_20210815/1429.tif,Pre_event/S2_20210804/1429.tif,Post_event/S2_20210814/1429.tif,Annotations/1429.tif
1430,train,105,4.175,15700,684,0,0,5.273,15520,828,36,0,4.175,15700,684,0,0,5.273,15520,828,36,0,Pre_event/S1_ASC_20210805/1430.tif,Pre_event/S1_DESC_20210803/1430.tif,Post_event/S1_ASC_20210817/1430.tif,Post_event/S1_DESC_20210815/1430.tif,Pre_event/S2_20210804/1430.tif,Post_event/S2_20210814/1430.tif,Annotations/1430.tif
1431,train,281,4.156,15703,681,0,0,4.852,15589,782,13,0,4.156,15703,681,0,0,4.852,15589,782,13,0,Pre_event/S1_ASC_20210805/1431.tif,Pre_event/S1_DESC_20210803/1431.tif,Post_event/S1_ASC_20210817/1431.tif,Post_event/S1_DESC_20210815/1431.tif,Pre_event/S2_20210804/1431.tif,Post_event/S2_20210814/1431.tif,Annotations/1431.tif
1432,train,194,2.069,16045,339,0,0,1.355,16162,209,13,0,2.069,16045,339,0,0,1.355,16162,209,13,0,Pre_event/S1_ASC_20210805/1432.tif,Pre_event/S1_DESC_20210803/1432.tif,Post_event/S1_ASC_20210817/1432.tif,Post_event/S1_DESC_20210815/1432.tif,Pre_event/S2_20210804/1432.tif,Post_event/S2_20210814/1432.tif,Annotations/1432.tif
1433,train,261,11.786,14453,1919,12,0,7.965,15079,1281,24,0,11.786,14453,1919,12,0,7.965,15079,1281,24,0,Pre_event/S1_ASC_20210805/1433.tif,Pre_event/S1_DESC_20210803/1433.tif,Post_event/S1_ASC_20210817/1433.tif,Post_event/S1_DESC_20210815/1433.tif,Pre_event/S2_20210804/1433.tif,Post_event/S2_20210814/1433.tif,Annotations/1433.tif
1434,val,379,11.499,14500,1872,12,0,10.626,14643,1741,0,0,11.499,14500,1872,12,0,10.626,14643,1741,0,0,Pre_event/S1_ASC_20210805/1434.tif,Pre_event/S1_DESC_20210803/1434.tif,Post_event/S1_ASC_20210817/1434.tif,Post_event/S1_DESC_20210815/1434.tif,Pre_event/S2_20210804/1434.tif,Post_event/S2_20210814/1434.tif,Annotations/1434.tif
1435,train,307,8.954,14917,1467,0,0,6.482,15322,1059,3,0,8.954,14917,1467,0,0,6.482,15322,1059,3,0,Pre_event/S1_ASC_20210805/1435.tif,Pre_event/S1_DESC_20210803/1435.tif,Post_event/S1_ASC_20210817/1435.tif,Post_event/S1_DESC_20210815/1435.tif,Pre_event/S2_20210804/1435.tif,Post_event/S2_20210814/1435.tif,Annotations/1435.tif
1436,train,261,7.043,15230,1154,0,0,3.674,15782,599,3,0,7.043,15230,1154,0,0,3.674,15782,599,3,0,Pre_event/S1_ASC_20210805/1436.tif,Pre_event/S1_DESC_20210803/1436.tif,Post_event/S1_ASC_20210817/1436.tif,Post_event/S1_DESC_20210815/1436.tif,Pre_event/S2_20210804/1436.tif,Post_event/S2_20210814/1436.tif,Annotations/1436.tif
1437,train,99,1.758,16096,288,0,0,0.0,16384,0,0,0,1.758,16096,288,0,0,0.0,16384,0,0,0,Pre_event/S1_ASC_20210805/1437.tif,Pre_event/S1_DESC_20210803/1437.tif,Post_event/S1_ASC_20210817/1437.tif,Post_event/S1_DESC_20210815/1437.tif,Pre_event/S2_20210804/1437.tif,Post_event/S2_20210814/1437.tif,Annotations/1437.tif
1438,train,165,4.51,15645,739,0,0,5.042,15558,826,0,0,4.51,15645,739,0,0,5.042,15558,826,0,0,Pre_event/S1_ASC_20210805/1438.tif,Pre_event/S1_DESC_20210803/1438.tif,Post_event/S1_ASC_20210817/1438.tif,Post_event/S1_DESC_20210815/1438.tif,Pre_event/S2_20210804/1438.tif,Post_event/S2_20210814/1438.tif,Annotations/1438.tif
1439,train,300,9.399,14844,1540,0,0,5.786,15436,948,0,0,9.399,14844,1540,0,0,5.786,15436,948,0,0,Pre_event/S1_ASC_20210805/1439.tif,Pre_event/S1_DESC_20210803/1439.tif,Post_event/S1_ASC_20210817/1439.tif,Post_event/S1_DESC_20210815/1439.tif,Pre_event/S2_20210804/1439.tif,Post_event/S2_20210814/1439.tif,Annotations/1439.tif
1440,train,135,9.943,14755,1629,0,0,2.014,16054,280,50,0,9.943,14755,1629,0,0,2.014,16054,280,50,0,Pre_event/S1_ASC_20210805/1440.tif,Pre_event/S1_DESC_20210803/1440.tif,Post_event/S1_ASC_20210817/1440.tif,Post_event/S1_DESC_20210815/1440.tif,Pre_event/S2_20210804/1440.tif,Post_event/S2_20210814/1440.tif,Annotations/1440.tif
1441,train,139,13.062,14244,2140,0,0,4.254,15687,694,3,0,13.062,14244,2140,0,0,4.254,15687,694,3,0,Pre_event/S1_ASC_20210805/1441.tif,Pre_event/S1_DESC_20210803/1441.tif,Post_event/S1_ASC_20210817/1441.tif,Post_event/S1_DESC_20210815/1441.tif,Pre_event/S2_20210804/1441.tif,Post_event/S2_20210814/1441.tif,Annotations/1441.tif
1442,test,237,8.734,14953,1431,0,0,3.265,15849,532,3,0,8.734,14953,1431,0,0,3.265,15849,532,3,0,Pre_event/S1_ASC_20210805/1442.tif,Pre_event/S1_DESC_20210803/1442.tif,Post_event/S1_ASC_20210817/1442.tif,Post_event/S1_DESC_20210815/1442.tif,Pre_event/S2_20210804/1442.tif,Post_event/S2_20210814/1442.tif,Annotations/1442.tif
1443,train,99,1.691,16107,277,0,0,0.0,16384,0,0,0,1.691,16107,277,0,0,0.0,16384,0,0,0,Pre_event/S1_ASC_20210805/1443.tif,Pre_event/S1_DESC_20210803/1443.tif,Post_event/S1_ASC_20210817/1443.tif,Post_event/S1_DESC_20210815/1443.tif,Pre_event/S2_20210804/1443.tif,Post_event/S2_20210814/1443.tif,Annotations/1443.tif
1444,train,100,1.947,16065,319,0,0,0.0,16384,0,0,0,1.947,16065,319,0,0,0.0,16384,0,0,0,Pre_event/S1_ASC_20210805/1444.tif,Pre_event/S1_DESC_20210803/1444.tif,Post_event/S1_ASC_20210817/1444.tif,Post_event/S1_DESC_20210815/1444.tif,Pre_event/S2_20210804/1444.tif,Post_event/S2_20210814/1444.tif,Annotations/1444.tif
1445,train,134,3.333,15838,546,0,0,0.0,16384,0,0,0,3.333,15838,546,0,0,0.0,16384,0,0,0,Pre_event/S1_ASC_20210805/1445.tif,Pre_event/S1_DESC_20210803/1445.tif,Post_event/S1_ASC_20210817/1445.tif,Post_event/S1_DESC_20210815/1445.tif,Pre_event/S2_20210804/1445.tif,Post_event/S2_20210814/1445.tif,Annotations/1445.tif
1446,val,104,15.051,13918,2466,0,0,0.69,16271,100,13,0,15.051,13918,2466,0,0,0.69,16271,100,13,0,Pre_event/S1_ASC_20210805/1446.tif,Pre_event/S1_DESC_20210803/1446.tif,Post_event/S1_ASC_20210817/1446.tif,Post_event/S1_DESC_20210815/1446.tif,Pre_event/S2_20210804/1446.tif,Post_event/S2_20210814/1446.tif,Annotations/1446.tif
1447,train,97,20.081,13094,3290,0,0,1.007,16219,152,13,0,20.081,13094,3290,0,0,1.007,16219,152,13,0,Pre_event/S1_ASC_20210805/1447.tif,Pre_event/S1_DESC_20210803/1447.tif,Post_event/S1_ASC_20210817/1447.tif,Post_event/S1_DESC_20210815/1447.tif,Pre_event/S2_20210804/1447.tif,Post_event/S2_20210814/1447.tif,Annotations/1447.tif
1448,val,126,3.644,15787,597,0,0,0.0,16384,0,0,0,3.644,15787,597,0,0,0.0,16384,0,0,0,Pre_event/S1_ASC_20210805/1448.tif,Pre_event/S1_DESC_20210803/1448.tif,Post_event/S1_ASC_20210817/1448.tif,Post_event/S1_DESC_20210815/1448.tif,Pre_event/S2_20210804/1448.tif,Post_event/S2_20210814/1448.tif,Annotations/1448.tif
1449,train,211,4.871,15586,798,0,0,0.0,16384,0,0,0,4.871,15586,798,0,0,0.0,16384,0,0,0,Pre_event/S1_ASC_20210805/1449.tif,Pre_event/S1_DESC_20210803/1449.tif,Post_event/S1_ASC_20210817/1449.tif,Post_event/S1_DESC_20210815/1449.tif,Pre_event/S2_20210804/1449.tif,Post_event/S2_20210814/1449.tif,Annotations/1449.tif
1450,train,140,2.209,16022,362,0,0,0.0,16384,0,0,0,2.209,16022,362,0,0,0.0,16384,0,0,0,Pre_event/S1_ASC_20210805/1450.tif,Pre_event/S1_DESC_20210803/1450.tif,Post_event/S1_ASC_20210817/1450.tif,Post_event/S1_DESC_20210815/1450.tif,Pre_event/S2_20210804/1450.tif,Post_event/S2_20210814/1450.tif,Annotations/1450.tif
1451,train,153,13.397,14189,2195,0,0,1.166,16193,191,0,0,13.397,14189,2195,0,0,1.166,16193,191,0,0,Pre_event/S1_ASC_20210805/1451.tif,Pre_event/S1_DESC_20210803/1451.tif,Post_event/S1_ASC_20210817/1451.tif,Post_event/S1_DESC_20210815/1451.tif,Pre_event/S2_20210804/1451.tif,Post_event/S2_20210814/1451.tif,Annotations/1451.tif
1452,val,146,13.66,14146,2238,0,0,0.446,16311,73,0,0,13.66,14146,2238,0,0,0.446,16311,73,0,0,Pre_event/S1_ASC_20210805/1452.tif,Pre_event/S1_DESC_20210803/1452.tif,Post_event/S1_ASC_20210817/1452.tif,Post_event/S1_DESC_20210815/1452.tif,Pre_event/S2_20210804/1452.tif,Post_event/S2_20210814/1452.tif,Annotations/1452.tif
1453,train,126,6.097,15385,999,0,0,0.0,16384,0,0,0,6.097,15385,999,0,0,0.0,16384,0,0,0,Pre_event/S1_ASC_20210805/1453.tif,Pre_event/S1_DESC_20210803/1453.tif,Post_event/S1_ASC_20210817/1453.tif,Post_event/S1_DESC_20210815/1453.tif,Pre_event/S2_20210804/1453.tif,Post_event/S2_20210814/1453.tif,Annotations/1453.tif
1454,train,126,4.144,15705,679,0,0,0.0,16384,0,0,0,4.144,15705,679,0,0,0.0,16384,0,0,0,Pre_event/S1_ASC_20210805/1454.tif,Pre_event/S1_DESC_20210803/1454.tif,Post_event/S1_ASC_20210817/1454.tif,Post_event/S1_DESC_20210815/1454.tif,Pre_event/S2_20210804/1454.tif,Post_event/S2_20210814/1454.tif,Annotations/1454.tif
1455,train,127,1.453,16146,238,0,0,1.3,16171,213,0,0,1.453,16146,238,0,0,1.3,16171,213,0,0,Pre_event/S1_ASC_20210805/1455.tif,Pre_event/S1_DESC_20210803/1455.tif,Post_event/S1_ASC_20210817/1455.tif,Post_event/S1_DESC_20210815/1455.tif,Pre_event/S2_20210804/1455.tif,Post_event/S2_20210814/1455.tif,Annotations/1455.tif
1456,test,190,1.624,16118,266,0,0,2.563,15964,407,13,0,1.624,16118,266,0,0,2.563,15964,407,13,0,Pre_event/S1_ASC_20210805/1456.tif,Pre_event/S1_DESC_20210803/1456.tif,Post_event/S1_ASC_20210817/1456.tif,Post_event/S1_DESC_20210815/1456.tif,Pre_event/S2_20210804/1456.tif,Post_event/S2_20210814/1456.tif,Annotations/1456.tif
1457,train,380,1.398,16155,229,0,0,6.189,15370,966,48,0,1.398,16155,229,0,0,6.189,15370,966,48,0,Pre_event/S1_ASC_20210805/1457.tif,Pre_event/S1_DESC_20210803/1457.tif,Post_event/S1_ASC_20210817/1457.tif,Post_event/S1_DESC_20210815/1457.tif,Pre_event/S2_20210804/1457.tif,Post_event/S2_20210814/1457.tif,Annotations/1457.tif
1458,train,307,1.227,16183,201,0,0,4.926,15577,772,35,0,1.227,16183,201,0,0,4.926,15577,772,35,0,Pre_event/S1_ASC_20210805/1458.tif,Pre_event/S1_DESC_20210803/1458.tif,Post_event/S1_ASC_20210817/1458.tif,Post_event/S1_DESC_20210815/1458.tif,Pre_event/S2_20210804/1458.tif,Post_event/S2_20210814/1458.tif,Annotations/1458.tif
1459,train,122,2.24,16017,367,0,0,3.149,15868,516,0,0,2.24,16017,367,0,0,3.149,15868,516,0,0,Pre_event/S1_ASC_20210805/1459.tif,Pre_event/S1_DESC_20210803/1459.tif,Post_event/S1_ASC_20210817/1459.tif,Post_event/S1_DESC_20210815/1459.tif,Pre_event/S2_20210804/1459.tif,Post_event/S2_20210814/1459.tif,Annotations/1459.tif
1460,test,107,7.025,15233,1151,0,0,1.678,16109,213,62,0,7.025,15233,1151,0,0,1.678,16109,213,62,0,Pre_event/S1_ASC_20210805/1460.tif,Pre_event/S1_DESC_20210803/1460.tif,Post_event/S1_ASC_20210817/1460.tif,Post_event/S1_DESC_20210815/1460.tif,Pre_event/S2_20210804/1460.tif,Post_event/S2_20210814/1460.tif,Annotations/1460.tif
1461,train,231,9.375,14848,1536,0,0,2.96,15899,407,78,0,9.375,14848,1536,0,0,2.96,15899,407,78,0,Pre_event/S1_ASC_20210805/1461.tif,Pre_event/S1_DESC_20210803/1461.tif,Post_event/S1_ASC_20210817/1461.tif,Post_event/S1_DESC_20210815/1461.tif,Pre_event/S2_20210804/1461.tif,Post_event/S2_20210814/1461.tif,Annotations/1461.tif
1462,val,441,3.857,15752,632,0,0,6.25,15360,974,50,0,3.857,15752,632,0,0,6.25,15360,974,50,0,Pre_event/S1_ASC_20210805/1462.tif,Pre_event/S1_DESC_20210803/1462.tif,Post_event/S1_ASC_20210817/1462.tif,Post_event/S1_DESC_20210815/1462.tif,Pre_event/S2_20210804/1462.tif,Post_event/S2_20210814/1462.tif,Annotations/1462.tif
1463,train,307,1.874,16077,307,0,0,4.974,15569,781,34,0,1.874,16077,307,0,0,4.974,15569,781,34,0,Pre_event/S1_ASC_20210805/1463.tif,Pre_event/S1_DESC_20210803/1463.tif,Post_event/S1_ASC_20210817/1463.tif,Post_event/S1_DESC_20210815/1463.tif,Pre_event/S2_20210804/1463.tif,Post_event/S2_20210814/1463.tif,Annotations/1463.tif
1464,train,98,3.931,15740,644,0,0,0.964,16226,155,3,0,3.931,15740,644,0,0,0.964,16226,155,3,0,Pre_event/S1_ASC_20210805/1464.tif,Pre_event/S1_DESC_20210803/1464.tif,Post_event/S1_ASC_20210817/1464.tif,Post_event/S1_DESC_20210815/1464.tif,Pre_event/S2_20210804/1464.tif,Post_event/S2_20210814/1464.tif,Annotations/1464.tif
1465,train,107,12.03,14413,1967,4,0,6.866,15259,1109,16,0,12.03,14413,1967,4,0,6.866,15259,1109,16,0,Pre_event/S1_ASC_20210805/1465.tif,Pre_event/S1_DESC_20210803/1465.tif,Post_event/S1_ASC_20210817/1465.tif,Post_event/S1_DESC_20210815/1465.tif,Pre_event/S2_20210804/1465.tif,Post_event/S2_20210814/1465.tif,Annotations/1465.tif
1466,train,218,10.693,14632,1752,0,0,7.605,15138,1237,9,0,10.693,14632,1752,0,0,7.605,15138,1237,9,0,Pre_event/S1_ASC_20210805/1466.tif,Pre_event/S1_DESC_20210803/1466.tif,Post_event/S1_ASC_20210817/1466.tif,Post_event/S1_DESC_20210815/1466.tif,Pre_event/S2_20210804/1466.tif,Post_event/S2_20210814/1466.tif,Annotations/1466.tif
1467,train,137,3.32,15840,544,0,0,6.842,15263,1078,22,21,3.32,15840,544,0,0,6.842,15263,1078,22,21,Pre_event/S1_ASC_20210805/1467.tif,Pre_event/S1_DESC_20210803/1467.tif,Post_event/S1_ASC_20210817/1467.tif,Post_event/S1_DESC_20210815/1467.tif,Pre_event/S2_20210804/1467.tif,Post_event/S2_20210814/1467.tif,Annotations/1467.tif
1468,test,131,26.062,12114,4266,4,0,7.147,15213,1150,21,0,26.062,12114,4266,4,0,7.147,15213,1150,21,0,Pre_event/S1_ASC_20210805/1468.tif,Pre_event/S1_DESC_20210803/1468.tif,Post_event/S1_ASC_20210817/1468.tif,Post_event/S1_DESC_20210815/1468.tif,Pre_event/S2_20210804/1468.tif,Post_event/S2_20210814/1468.tif,Annotations/1468.tif
1469,train,218,12.689,14305,2079,0,0,3.186,15862,513,9,0,12.689,14305,2079,0,0,3.186,15862,513,9,0,Pre_event/S1_ASC_20210805/1469.tif,Pre_event/S1_DESC_20210803/1469.tif,Post_event/S1_ASC_20210817/1469.tif,Post_event/S1_DESC_20210815/1469.tif,Pre_event/S2_20210804/1469.tif,Post_event/S2_20210814/1469.tif,Annotations/1469.tif
1470,val,115,3.418,15824,560,0,0,0.793,16254,130,0,0,3.418,15824,560,0,0,0.793,16254,130,0,0,Pre_event/S1_ASC_20210805/1470.tif,Pre_event/S1_DESC_20210803/1470.tif,Post_event/S1_ASC_20210817/1470.tif,Post_event/S1_DESC_20210815/1470.tif,Pre_event/S2_20210804/1470.tif,Post_event/S2_20210814/1470.tif,Annotations/1470.tif
1471,test,143,9.363,14850,1534,0,0,3.43,15822,552,10,0,9.363,14850,1534,0,0,3.43,15822,552,10,0,Pre_event/S1_ASC_20210805/1471.tif,Pre_event/S1_DESC_20210803/1471.tif,Post_event/S1_ASC_20210817/1471.tif,Post_event/S1_DESC_20210815/1471.tif,Pre_event/S2_20210804/1471.tif,Post_event/S2_20210814/1471.tif,Annotations/1471.tif
1472,test,131,4.51,15645,739,0,0,2.289,16009,366,9,0,4.51,15645,739,0,0,2.289,16009,366,9,0,Pre_event/S1_ASC_20210805/1472.tif,Pre_event/S1_DESC_20210803/1472.tif,Post_event/S1_ASC_20210817/1472.tif,Post_event/S1_DESC_20210815/1472.tif,Pre_event/S2_20210804/1472.tif,Post_event/S2_20210814/1472.tif,Annotations/1472.tif
1473,train,269,6.348,15344,1040,0,0,1.312,16169,211,4,0,6.348,15344,1040,0,0,1.312,16169,211,4,0,Pre_event/S1_ASC_20210805/1473.tif,Pre_event/S1_DESC_20210803/1473.tif,Post_event/S1_ASC_20210817/1473.tif,Post_event/S1_DESC_20210815/1473.tif,Pre_event/S2_20210804/1473.tif,Post_event/S2_20210814/1473.tif,Annotations/1473.tif
1474,train,227,4.437,15657,727,0,0,0.177,16355,25,4,0,4.437,15657,727,0,0,0.177,16355,25,4,0,Pre_event/S1_ASC_20210805/1474.tif,Pre_event/S1_DESC_20210803/1474.tif,Post_event/S1_ASC_20210817/1474.tif,Post_event/S1_DESC_20210815/1474.tif,Pre_event/S2_20210804/1474.tif,Post_event/S2_20210814/1474.tif,Annotations/1474.tif
1475,val,223,3.442,15820,564,0,0,0.134,16362,18,4,0,3.442,15820,564,0,0,0.134,16362,18,4,0,Pre_event/S1_ASC_20210805/1475.tif,Pre_event/S1_DESC_20210803/1475.tif,Post_event/S1_ASC_20210817/1475.tif,Post_event/S1_DESC_20210815/1475.tif,Pre_event/S2_20210804/1475.tif,Post_event/S2_20210814/1475.tif,Annotations/1475.tif
1476,train,154,2.826,15921,463,0,0,0.629,16281,99,4,0,2.826,15921,463,0,0,0.629,16281,99,4,0,Pre_event/S1_ASC_20210805/1476.tif,Pre_event/S1_DESC_20210803/1476.tif,Post_event/S1_ASC_20210817/1476.tif,Post_event/S1_DESC_20210815/1476.tif,Pre_event/S2_20210804/1476.tif,Post_event/S2_20210814/1476.tif,Annotations/1476.tif
1477,train,267,9.93,14757,1627,0,0,4.95,15573,694,117,0,9.93,14757,1627,0,0,4.95,15573,694,117,0,Pre_event/S1_ASC_20210805/1477.tif,Pre_event/S1_DESC_20210803/1477.tif,Post_event/S1_ASC_20210817/1477.tif,Post_event/S1_DESC_20210815/1477.tif,Pre_event/S2_20210804/1477.tif,Post_event/S2_20210814/1477.tif,Annotations/1477.tif
1478,train,267,7.703,15122,1262,0,0,6.189,15370,957,57,0,7.703,15122,1262,0,0,6.189,15370,957,57,0,Pre_event/S1_ASC_20210805/1478.tif,Pre_event/S1_DESC_20210803/1478.tif,Post_event/S1_ASC_20210817/1478.tif,Post_event/S1_DESC_20210815/1478.tif,Pre_event/S2_20210804/1478.tif,Post_event/S2_20210814/1478.tif,Annotations/1478.tif
